,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
19,17.598649787902833,0.05023035335651539,0.0657273769378662,0.0003209866652306795,15,16,"{'max_depth': 15, 'n_estimators': 16}",-0.19828162024058693,-0.19787728844387723,-0.1970739673107857,-0.19767111256741693,-0.1994801333743824,-0.19807682438740984,0.0008026651162440039,30
20,35.121777868270875,0.027739632791591806,0.12640986442565919,0.003098002743926473,15,32,"{'max_depth': 15, 'n_estimators': 32}",-0.1956092146439676,-0.19570134501718,-0.19486951829803326,-0.1948751162881148,-0.1966563118567059,-0.19554230122080032,0.0006585688464917184,26
21,70.21213984489441,0.04104556836118556,0.24990458488464357,0.0019309811384436973,15,64,"{'max_depth': 15, 'n_estimators': 64}",-0.19454676951637742,-0.19432246935076286,-0.19375937629773132,-0.19375530134851354,-0.1950451498219693,-0.1942858132670709,0.0004908385915038826,24
22,105.43997740745544,0.07219176893798487,0.37290477752685547,0.0031174140300529378,15,96,"{'max_depth': 15, 'n_estimators': 96}",-0.19442752275800845,-0.19409816191800994,-0.19350066871456445,-0.19361316959471794,-0.1947128192717308,-0.19407046845140632,0.0004636082973288478,22
23,140.47064485549927,0.0737560774689882,0.4965822696685791,0.0032575215182012386,15,128,"{'max_depth': 15, 'n_estimators': 128}",-0.19436089042236318,-0.19382638083278222,-0.19341719429310564,-0.19348643793093756,-0.194596163761304,-0.19393741344809853,0.00046896052090656016,21
24,2.7297009944915773,0.018388111009787437,0.014683055877685546,0.0003883509302898466,20,2,"{'max_depth': 20, 'n_estimators': 2}",-0.2497333859173453,-0.24836312045599088,-0.251279766478929,-0.2500810489536235,-0.25425100710568244,-0.2507416657823142,0.0019857265488189887,52
25,5.458648633956909,0.025374293397124884,0.02728433609008789,0.0006362904997744515,20,4,"{'max_depth': 20, 'n_estimators': 4}",-0.21705838991552315,-0.21527739542151855,-0.21851594556617496,-0.21829870579503088,-0.22110779389440482,-0.2180516461185305,0.0019130957374632804,44
26,10.867686986923218,0.022275526722238915,0.05226469039916992,0.00018907414090210765,20,8,"{'max_depth': 20, 'n_estimators': 8}",-0.20203185690862643,-0.20064952571460562,-0.20235204459457026,-0.20238964068869023,-0.2044620340718348,-0.20237702039566546,0.0012207735906485326,32
27,21.730460929870606,0.016433022037903016,0.10027251243591309,0.0016155433526992054,20,16,"{'max_depth': 20, 'n_estimators': 16}",-0.19463598768058812,-0.19305364666145475,-0.19304775728230592,-0.19440420897656258,-0.19583963677579352,-0.19419624747534098,0.001054695612044939,23
28,43.449982738494874,0.0684045512557045,0.197814416885376,0.0010585432476328453,20,32,"{'max_depth': 20, 'n_estimators': 32}",-0.1898236383403957,-0.18966731876837567,-0.18875748679415025,-0.1901256117911663,-0.19141962002985188,-0.18995873514478795,0.000861185777103037,18
29,88.0007182598114,2.182877490887051,0.3943459510803223,0.0037062421765936496,20,64,"{'max_depth': 20, 'n_estimators': 64}",-0.1883365951988528,-0.1876182915201157,-0.186801934867458,-0.18796078762805246,-0.18875710608179994,-0.18789494305925578,0.0006654201948451446,15
30,130.39663801193237,0.04766273050530701,0.5878043651580811,0.002871177804813403,20,96,"{'max_depth': 20, 'n_estimators': 96}",-0.18794076476874458,-0.18735340008374804,-0.18630194683676196,-0.1873958519395272,-0.18802317405099556,-0.18740302753595547,0.0006145951693557669,14
31,169.9050661087036,4.068617075000081,0.771828556060791,0.017214782586037175,20,128,"{'max_depth': 20, 'n_estimators': 128}",-0.18784614028193589,-0.18688674466262942,-0.18608411773699465,-0.18713898211769184,-0.18781704089414722,-0.18715460513867982,0.0006534490913699783,13
32,3.0662736892700195,0.04383170173121779,0.018943643569946288,0.0002000622904343502,25,2,"{'max_depth': 25, 'n_estimators': 2}",-0.27228462941425924,-0.2697538836747587,-0.27273655344490366,-0.2706424916645042,-0.2748089603751231,-0.2720453037147098,0.0017545021267753457,61
33,6.127508115768433,0.02681470422667795,0.03458914756774902,0.0008054540501093633,25,4,"{'max_depth': 25, 'n_estimators': 4}",-0.22663771717246442,-0.22468421175596545,-0.2292865857160494,-0.22825383275998298,-0.22959358946416497,-0.22769118737372543,0.0018238805468464012,48
34,12.193092966079712,0.04992472917119388,0.06583213806152344,0.001770425541326893,25,8,"{'max_depth': 25, 'n_estimators': 8}",-0.20634886231102045,-0.20500086817043334,-0.2062077300501034,-0.2061896196451683,-0.20738605355780626,-0.20622662674690634,0.0007567592432860123,33
35,24.402085781097412,0.024877078497388926,0.13054661750793456,0.0035895888576253387,25,16,"{'max_depth': 25, 'n_estimators': 16}",-0.19628144987225982,-0.19449840726595868,-0.19391451661190276,-0.1952266524730905,-0.19652365135974526,-0.19528893551659138,0.0010027411807305717,25
36,48.84990096092224,0.04388516349613408,0.25560622215270995,0.004160504838333047,25,32,"{'max_depth': 25, 'n_estimators': 32}",-0.18927074884859033,-0.189122896343094,-0.18823061433419117,-0.18953429460532464,-0.19083894849009872,-0.18939950052425977,0.0008425629570551013,16
37,94.22553153038025,1.995479272721661,0.5059832572937012,0.01466066982194796,25,64,"{'max_depth': 25, 'n_estimators': 64}",-0.1869061979422468,-0.18626621236802,-0.18559338248837823,-0.18656268444482713,-0.18748333079123533,-0.1865623616069415,0.000631352939653372,10
38,146.98894681930543,0.12375520068505355,0.7735482692718506,0.007591911020052238,25,96,"{'max_depth': 25, 'n_estimators': 96}",-0.18627109931689484,-0.18579727719173222,-0.18497526032671702,-0.1858567659900486,-0.18655139322784584,-0.18589035921064773,0.0005346265490012574,6
39,195.97036771774293,0.09659291760537797,1.025007963180542,0.005258465238277225,25,128,"{'max_depth': 25, 'n_estimators': 128}",-0.18616172224938288,-0.18519685762253338,-0.18452365376087076,-0.1855874920531946,-0.1861254005652632,-0.18551902525024894,0.0006131874983518179,4
40,3.2680759906768797,0.02013713863842566,0.02118968963623047,0.00013871749422221608,30,2,"{'max_depth': 30, 'n_estimators': 2}",-0.28296513928318145,-0.27897150692286665,-0.2850586742949295,-0.28255309434952486,-0.2830278997905625,-0.28251526292821294,0.00197452599423804,62
41,6.505982398986816,0.01699175540739769,0.03983473777770996,0.0007308720667392104,30,4,"{'max_depth': 30, 'n_estimators': 4}",-0.2316559396468531,-0.2292123000354835,-0.23419470569215192,-0.23456549153263329,-0.23330235799058863,-0.2325861589795421,0.001962974940599642,49
42,12.349640512466431,0.2356714976867004,0.07186770439147949,0.0009105679551377037,30,8,"{'max_depth': 30, 'n_estimators': 8}",-0.2089630540065718,-0.20633315628570376,-0.2089318397420199,-0.20868997464253472,-0.20993362110455244,-0.20857032915627652,0.001196891402182058,34
43,25.072338390350343,1.01102137741376,0.1624624252319336,0.04418207000406015,30,16,"{'max_depth': 30, 'n_estimators': 16}",-0.19690726614237705,-0.1948442501841217,-0.19508553067217496,-0.1964350643383583,-0.1969786887519348,-0.19605016001779335,0.0009088097882713384,27
44,50.63130517005921,1.3868045760823502,0.28804640769958495,0.014534085479036432,30,32,"{'max_depth': 30, 'n_estimators': 32}",-0.18954304988082676,-0.18899923987902847,-0.1886009999070712,-0.1900263060485583,-0.1906903739409037,-0.1895719939312777,0.0007387675823028831,17
45,99.54234504699707,0.7037726826087557,0.5674437999725341,0.012269666281123455,30,64,"{'max_depth': 30, 'n_estimators': 64}",-0.1868053415101315,-0.1860365165691967,-0.18554886973583687,-0.18663774710694403,-0.1872322826135081,-0.18645215150712344,0.0005926995542449028,9
46,149.2395290374756,0.7083076403287422,0.8559520244598389,0.03900740473817317,30,96,"{'max_depth': 30, 'n_estimators': 96}",-0.18615453032938445,-0.18540341706972957,-0.184857396201855,-0.18591128213213107,-0.18627551775064016,-0.18572042869674804,0.0005250361088367414,5
47,199.91677465438843,0.5084469251783492,1.1732227325439453,0.0642577984765168,30,128,"{'max_depth': 30, 'n_estimators': 128}",-0.1859739140830152,-0.18481328930143012,-0.18438727877328617,-0.18555411848205763,-0.18582234270659298,-0.18531018866927643,0.0006100830425816831,1
48,3.1872037410736085,0.024356117784617635,0.021074819564819335,0.0005754333517530913,35,2,"{'max_depth': 35, 'n_estimators': 2}",-0.2879388856314469,-0.284447874103804,-0.2889570751292939,-0.28503937778272276,-0.2882444086014709,-0.28692552424974765,0.0018215298482369149,63
